ESSAY;PROMPT
essay238.txt;Many people visit museums when they travel to new places. Why do you think people visit museums? Use specific reasons and examples to support your answer.
essay239.txt;Do you agree or disagree with the following statement: In a busy and crowded world, we should not expect people to be polite to others.
essay240.txt;Do you agree or disagree with the following statement? Most experiences in our lives that seemed difficult at the time become valuable lessons for the future. Use reasons and specific examples to support your answer.
essay241.txt;Life in a city is much better than life in the countryside
essay242.txt;Do you agree or disagree with the following statement? Your job has more effect on your happiness than your living environment does.
essay243.txt;Some people like to communicate by e-mail and voice mail. Other people like to communicate by telephone or face-to-face. Which type of communication do you prefer?
essay244.txt;Do you agree or disagree with the following statement? Television has destroyed communication among friends and family. Use specific reasons and examples to support your opinion.
essay245.txt;Some people like to communicate by e-mail or voice mail. Other people like to communicate by telephone or face-to-face. Which type of communication do you prefer and why?
essay246.txt;"Do you agree or disagree with the following statement ""haste makes waste"" use specific reasons and examples."
essay247.txt;Some people think that the automobile has improved modern life. Others think that the automobile has caused serious problems. What is your opinion? Use specific reasons and examples to support your answer.
essay248.txt;Do you agree or disagree with the following statement: It is better for children to choose jobs that are similar to their parents job than to choose jobs that are very different from their parents jobs.
essay249.txt;Do you agree or disagree: To make children do well at school, parents should limit the time that children spend on watching TV and movies.
essay250.txt;Should we pay professional athletes (entertainers) a high salary? (Do professional athletes deserve their high salary?) 
essay251.txt;Do you agree or disagree with the following statement? People who can’t accept others’ criticism can’t succeed in group working. 
essay252.txt;Should we require our young children (aged 5-10) to learn music and art in addition to math, science, history and language?
essay253.txt;Do you agree or disagree with the following statement? The best way for teachers to make students more interested in a subject is explaining how that subject will help in their lives outside school.
essay254.txt;Governments should focus its budget more on environmental protection than on economic developments.
essay255.txt;Do you agree or disagree with the following statement? In twenty years there will be fewer cars in use than there are today. Use specific reasons and examples to support your answer.
essay256.txt;Do you agree or disagree with the following statement? It’s not necessary for university students to attend class as long as they can pass their examinations.
essay257.txt;"When people succeed, it is because of hard work. Luck has nothing to do with success."" Do you agree or disagree with the quotation above?"
essay258.txt;Some people think that they can learn better by themselves than a teacher. Others think that it is better to have a teacher. Which do you prefer? Use specific reasons to develop your essay.
essay259.txt;Do you agree or disagree with the following statement? Working at home with a computer and a phone is better than working at a company’s office using the same equipment.
essay260.txt;Do you agree or disagree with the following statement? In order to succeed, you should be more like others than be different from everyone else.
essay261.txt;Do you agree or disagree with the following statement: Younger school children (aged five to ten) should be required to study art and music in addition to math, language, science and history. 
essay262.txt;Do you agree or disagree with the following statement? The personal and work-related challenges that young people are facing are not different with their parents and grandparents faced when they were young.
essay263.txt;Do you agree or disagree with the following statement? It is better to have broad knowledge of many academic subjects than to specialize in one specific subject. Use specific reasons and examples to support your answer.
essay264.txt;Do you agree or disagree with the following statement? Successful people try new things and take risks rather than only doing what they already know how to do well. Use specific reasons and examples to support your answer.
essay265.txt;Do you agree or disagree with the following statement? For success in a future job, the ability to relate well to people is more important than studying hard in school. Use specific reasons and examples to support your answer.
essay266.txt;Do you agree or disagree with the following statement? The advertising is the main cause of unhealthy eating habits.
essay267.txt;Do you agree or disagree with the following statement? television has destroyed communication among friends and family. Use specific reasons and examples to support your opinion.
essay268.txt;Do you agree or disagree with the folowing statement? At universities and colleges, sports and social activities are just as important as classes and libraries and should receive equal financial support
essay269.txt;Do you agree or disagree with the following statement? For success in a future job, the ability to relate well to people is more important than studying hard in school. 
essay270.txt;Do you agree or disagree with the following statement? As modern life becomes more complex, it is essential for young people to have the ability to plan and organize
essay271.txt;Some people believe that university students should be required to attend classes. Others believe that going to classes should be optional for students. Which point of view do you agree with? Use specific reasons and details to explain your answer.
essay272.txt;Do you agree or disagree with the following statement? Telephones and email have made communication between people less personal. Use specific reasons and examples to support your opinion.
essay273.txt;Some people prefer to live in a small town. Others prefer to live in big city. Which place would you prefer to live in? Use specific examples to support your answer. 
essay274.txt;Some people like to do only what they already do well. Other people prefer to try new things and take risks. Which do you prefer? Use specific reasons and examples to support your choice.
essay275.txt;In order to become financially responsible adults, children should learn to manage their own money at a young age. Do you agree or disagree with the following statement?
essay276.txt;Do you agree or disagree with the following statement? Dancing plays an important role in a culture. Use specific reasons and examples to support your answer.
essay277.txt;Do you agree or disagree with following statement? It is more important for students to understand ideas and concepts than it is for them to learn facts.
essay278.txt;Do you agree or disagree with the following statement? At universities and colleges, sports and social activities are just as important as classes and libraries and should receive equal financial support. Use specific reasons and examples to support your answer.
essay279.txt;Some people say that the internet provides people with a lot of valuable information. Others think access to so much information creates problems. Which view do you agree with? Use specific reasons and examples to support your opinion.
essay280.txt;Some universities require students to take classes in many subjects. Others universities require students to specialize in one subject. Which is better? Use specific reasons and examples to support your answer.
essay281.txt;Some people think governments should spend as much money as possible exploring outer space (for example, traveling to the Moon and to other planets). Other people disagree and think governments should spend this money for our basic needs on Earth. Which of these two opinions do you agree with? Use specific reasons and details to support your answer.
essay282.txt;People have different ways of escaping the stress and difficulties of modern life. Some read, some exercise, others work in their gardens. What do you think are the best ways of reducing stress? Use specific details and examples in your answer. 
essay283.txt;Do you agree or disagree with the following statement? Teachers should be paid according to how much their students learn. Give specific reasons and examples to support your opinion.
essay284.txt;Do you agree or disagree with the following statement? Movies and television programs should present stories in which good people are rewarded and bad people are punished.
essay285.txt;Distance learning and online computer classes should replace classroom learning.
essay286.txt;What are some of experiences that have shaped your outlook and the way you live now.
essay287.txt;Many people have learned a foreign language in their own country, others have learned a foreigh language in the country in which it is spoken. Which is better? Give the advantages of each and support your viewpoint.
essay288.txt;If you could change one important thing about your hometown, what would you change? Use reasons and specific examples to support your answer.
essay289.txt;Schools should ask students to evaluate their teachers. Do you agree or disagree? Use specific reasons and examples to support your answer.
essay290.txt;Some people prefer to work for a large company. Others prefer to work for a small company. Which would you prefer? Use specific reasons and details to support your choice.
essay291.txt;Some people believe that a college or university education should be available to all students. Others believe that higher education should be available only to good students. Discuss these views. Which view do you agree with? Explain why.
essay292.txt;Playing Computer Games wastes time and students should not be allowed to play it. 
essay293.txt;Do you think classmates or colleagues should work on projects in person or by e-mails. Why?
essay294.txt;Some people think university professors should spend more time doing research while others think they should spend more time educating students. What is your view?
essay295.txt;Do you learn better by yourself or with a teacher ?
essay296.txt;Technology designed to make people's lives simpler often turns out to make them more complicated.
essay297.txt;Nowadays, distance-learning programs are such common thing for us, but some people argue that they're not as good as those by attending in a college or university in person. To what extent do you agree or disagree?
essay298.txt;In some countries, teenagers have jobs while they are still students. Do you think this is a good idea? Support your opinion by using specific reasons and details.
essay299.txt;Many people have learned a foreign language in their own country, others have learned a foreign language in the country in which it is spoken. Which is better? Given advantages of each and support your viewpoint.
essay300.txt;Some people believe that students should be given one long vocation each year. Other believe that students should have several short vacations throughout the year. Which viewpoint do you agree with? Use specific reasons and examples to support your answer.
essay301.txt;"The expression ""Never, never give up"" means to keep trying and never stop working for your goals. Do you agree or disagree with this statement? Use specific reasons and examples to support your reasons."
essay302.txt;Is it better to enjoy your money when you earn it or is it better to save your money for some time in the future? Use specific reasons and examples to support your opinion.
essay303.txt;Some people are always in a hurry to go places and get things done. Other people prefer to take their time and live life at a slower pace. Which do you prefer? Use specific reasons and examples to support your answer.
essay304.txt;Some people think that human needs for farmland, housing, and industry are more important than saving land for endangered animals. Do you agree with this point of view? Why or why not? Use specific reasons and examples to support your answer
essay305.txt;Some people believe that university students should be required to attend classes. Others believe that going to classes should be optional for students. Which point of view do you agree with? Use specific reasons and details to explain your answer. 
essay306.txt;Technology makes people's lives simpler rather than makes people's lives more complicated.
essay307.txt;Do you agree or disagree with the following statement? Television, newspapers, magazines and other media pay to much attention to the personal lives of famous people such as public figures and celebrities. Use specific reasons and details to explain your opinion.
essay308.txt;Which do you prefer: staying in one place or moving in search of another place?
essay309.txt;Students at universities often have a choice of places to live. They may choose to live in university dormitories, or they may choose to live in apartments in the community. Compare the advantages of living in university housing with the advantages of living in an apartment in the community. Where would you prefer to live? Give reasons for your preference. 
essay310.txt;Do you agree or disagree with the following statement? In today's world, it is more important to work quickly and risk making mistakes than to work slowly and make sure that everything is correct.
essay311.txt;Do you agree or disagree: It is not necessary for university students to attend classes as long as they can pass the exam.
essay312.txt;Do you agree or disagree with the following statement? To improve the quality of education, universities should spend more money in salaries for university professors.  Use specific reasons and examples to support your answer.
essay313.txt;Pets should be treated like family members. Do you agree or disagree with this statement?
essay314.txt;Do you agree or disagree with the following statement? In today's world, it is more important to work quickly and risk making mistakes than to work slowly and make sure that everything is correct. Use specific reasons and examples to support your answer.
essay315.txt;Some people prefer to live in a small town. Others prefer to live in a big city. Which place would you prefer to live in? Use specific reasons and details to support your answer.
essay316.txt;Do you agree or disagree with the following statement? It is more important for the government to spend money on new buildings than to preserve historic or traditional buildings and homes.
essay317.txt;Do you agree or disagree with the following statement? Most experiences in our lives that seemed difficult at the time become valuable lessons for the future. Use reasons and specific examples to support our answer.
essay318.txt;Do you agree or disagree with the following statement? Drivers have to pay a fee for driving in busy city streets when there is a great amount of traffic.
essay319.txt;Agree or disagree: one of the best ways that parents can help their teenage children prepare for adult life is to encourage them to take a part-time job.
essay320.txt;Some students prefer to study alone. Others prefer to study with a group of students. Which do you prefer? Use specific reasons and examples to support your answer.
essay321.txt;Some people prefer to work for themselves or own a business. Others prefer to work for an employer. Would you rather be self-employed, work for someone else, or own a business? Use specific reasons to explain your choice.
essay322.txt;Should a city try to preserve its old, historic buildings or destroy them and replace them with modern buildings? use specific reasons and examples to support your opinion.
essay323.txt;Do you agree or disagree with the following statement? Parents are the best teachers. Use specific reasons and examples to support your answer.
essay324.txt;Do you agree or disagree with the following statement? Workers would be much happier if they are doing different types of tasks during their workday than doing the same task.
essay325.txt;Do you agree or disagree with the statement, in order to succed in doing a new job, the ability to adapt oneself in a new environment is more important than excellent knowledge of this job.
essay326.txt;Some people say that computers have made life easier and more convenient. Other people say that computers have made life more complex and stressful. What is your opinion? Use specific reasons and examples to support your answer.
essay327.txt;Do you agree or disagree with the following statement?Children should begin learning a foreign language as soon as they start school. Use specific reasons and examples to support your position.
essay328.txt;Do you agree or disagree with the following statement? Boys and girls should attend separate schools. Use specific reasons and examples to support your answer.
essay329.txt;Some people believe that success in life comes from taking risks or chances. Others believe that success results from careful planning. In your opinion, what does success come from? Use specific reasons and examples to support your answer. 
essay330.txt;Do you agree or disagree with the following statement? People should sometimes do things that they do not enjoy doing. Use specific reasons and examples to support your answer.
essay331.txt;Do you agree or disagree with the following statement? It is more important for the government to spend money on new buildings than to preserve historic or traditional buildings and homes 
essay332.txt;Some young adults want independence from their parents as soon as possible. Other young adults prefer to live with their families for a longer time. Which of the solutions do you think is better? Use specific reasons and examples to support your opinion.
essay333.txt;Nowadays the way many people interact with each other has changed because of technology. In what ways has technology affected the types of relationships people make? Has this become a positive or negative development.
essay334.txt;With the increasing use and development of new technology, many machines are now able to do the work which people used to perform. What are the advantages and disadvantages of this trend?
essay335.txt;In the last 20 years there have been significant developments in the field of information technology (IT), for example, the World Wide Web and communication by email. However, future developments in IT are likely to have more negative effects than positive. To what extent do you agree with this view?
essay336.txt;Many people believe that media coverage of celebrities is having a negative effect on children. To what extent do you agree or disagree with this opinion?
essay337.txt;Some people argue that the technology such as mobile phone (cell phone) destroys social interaction. Do you agree or disagree?
essay338.txt;Modern forms of communication such as email and messaging have reduced the amount of time people spend seeing their friends. This has had a negative effect on their social lives. To what extent do you agree or disagree?
essay339.txt;Some people think that a sense of competition in children should be encouraged. Other believe that children who are taught to co-operate rather than compete become more useful adults.
essay340.txt;Nowadays the way many people interact with each other has changed because of technology. In what ways has technology affected the types of relationships people make? Has this become a positive or negative development?
essay341.txt;When a country develops its technology, the traditional skills and ways of life die out. It is pointless to try and keep them alive. To what extent do you agree or disagree with this opinion?
essay342.txt;Some people think that a sense of competition in children should be encouraged. Others believe that children who are taught to be co-operate rather than compete become more useful adults. Discuss both views and give your own opinion.
essay343.txt;Some people think that advertising give more harms than good to our society. Other refute this. Discuss both views and give your opinion
essay344.txt;Some modern artists receive huge sums of money for the things they create, while other struggle to survive. Government should take steps to resolve this unfair situation. To what extend do you agree or disagree?
essay345.txt;People tend to work longer hours nowadays. Working long hours has a negative effect on themselves, their families and the society, so working hours should be restricted. Do you agree or disagree?
essay346.txt;A successful person is one who has earned a lot of money. To what extend do you agree or disagree?
essay347.txt;Question: Today, the high sales of popular consumer goods reflect the power of advertising and not the real needs of the society in which there are sold. To what extent do you agree or disagree?
essay348.txt;Some people think that by paying taxes they made enough contribution to their society. TO what extent do you agree or disagree? 
essay349.txt;School should teach children the academic subje cts which have a close relationship with their future careers, so other subjects like music and sports are not important. To what extent do you agree or disagree?
essay350.txt;Some people believe that information available in the internet will end the era of newspapers and magazines. Do you agree or disagree? Give your own opinion and examples.
essay351.txt;When choosing a job, the salary is the most important consideration. To what extent do you agree or disagree?
essay352.txt;Using a computer every day can have more negative than positive effects on children. Do you agree or disagree?
essay353.txt;Children who are brought up in families that do not have large amounts of money are better prepared to deal with the problems of adult life than children brought up by wealthy parents. To what extent do you agree or disagree with this opinion?
essay354.txt;Many of the medical problems that people are experiencing in today's world are due to the fact that we have a very sedentary lifestyle. To what extend do you agree or disagree.
essay355.txt;Foreign language instruction should begin in kindergarten. Do you agree or disagree?
essay356.txt;International tourism has become a huge industry in the world. Some people think that the problems caused by international tourism outweigh benefits. To what extent do you agree or disagree?
essay357.txt;Some children can learn more efficiently by watching TV. Therefore, children should watch TV regularly both in school and at home? do you agree or disagree? 
essay358.txt;In some countries, with the widespread use of the internet, people are able to work or study from home, instead of having to travel to work or college. Do the advantages of this outweigh the disadvantages? Discuss and state your own opinion.
essay359.txt;International tourism has become the biggest industry in the world. Some people think it causes tension between people from different culture. Others think it leads to understanding between countries. To what extend do you agree or disagree? 
essay360.txt;Nowadays celebrities are more famous for their glamour and wealth than for their achievements, and this sets a bad example to young people. To what extent do you agree or disagree with this statement?
essay361.txt;Children can effectively learn from watching television. Therefore they should be encouraged to watch TV in both home and school. Agree/Disagree?
essay362.txt;It has been claimed that workers over 50 are not responsive to rapidly changing ideas in the modern workplace and that for this reason younger workers are to be preferred. To what extent would you support or reject this idea?
essay363.txt;The use of machines are increasing day by day which is reducing physical work done by humans. Do you think advantages outweigh the disadvantages 
essay364.txt;When a country develops its technology, the traditional skills and ways of life die out. It is pointless to try and keep them alive. To what extend do you agree or disagree with this opinion?
essay365.txt;The only way to reduce the amount of traffic in cities today is by reducing the need for people to travel from home for work, education or shopping. To what extent do you agree or disagree?
essay366.txt;Celebrities are usually famous for glamour and wealth rather than their achievements. Some say taking them as an example can be dangerous for young people. To what extent do you agree or disagree?
essay367.txt;Universities should accept equal numbers of male and female students in every subject. To what extent do you agree or disagree?
essay368.txt;It has been proved that smoking kills. In some countries it has been made illegal for people to smoke in all public places except in certain areas. All countries should make these rules. Do you agree or disagree with this statement?
essay369.txt;Tourism is a modern form of colonialism. It distorts local economies, causes environmental damage and ruins the places it exploits. To what extent would you support or reject this idea?
essay370.txt;In the last 20 years there have been significant development in the field of information technology (IT), for example the World Wide Web and communication by e-mail. However, future developments in IT are likely to have more negative effects than positive. To what extent do you agree with this view?
essay371.txt;An increasing number of people are turning to vegetarianism. some belive that people are following a vegetarian diet for reasons other than animal rights issues. Do you agree with this? Give reasons why some people are choosing to become vegetarian
essay372.txt;When a country develops its technology, the traditional skills and ways of life die out. It is pointless to try and keep them alive. To what extent do you agree or disagree with this opinion?
essay373.txt;Without capital punishment (the death penalty) our lives are less secure and crimes of violence increase. Capital punishment is essential to control violence in society. To what extent do you agree or disagree?
essay374.txt;Do you agree or disagree with the following statement? A zoo has no useful purpose. Use specific reasons and examples to explain your answer.
essay375.txt;Several languages are in danger of extinction because they are spoken by very small numbers of people. Some people say that governments should spend public money on saving these languages, while others believe that would be a waste of money. Discuss both these views and give your opinion?
essay376.txt;Out of a country's health budget, a large proportion should be diverted from treatment to spending on health education and preventative measures. To what extent do you agree or disagreee with this statement?
essay377.txt;University education should be restricted to the very besst academic students, rather than being available to a large proportion of young people. To what extent do you agree or disagree?
essay378.txt;Do you agree or disagree with the following statement? Parents are the best teachers. Use specific reasons and examples to support your answer 
essay379.txt;When choosing a job, the salary is the most important consideration. To what extent do you agree or disagree?
essay380.txt;The burning of oil for transportation, especially in private cars, is wasteful and environmentally irresponsible. Taxation on petrol and diesel fuel should be increased to very high levels to discourage the use of private cars. To what extent would you support or reject this idea?
essay381.txt;Some people believe that if a police force carries guns, this encourages higher level of violence in that society. To what extent do you agree or disagree with this opinion?
essay382.txt;Do you agree or disagree with the following statement? With the help of technology, students nowadays can learn more information and learn it more quickly. Use specific reasons and examples to support your answer.
essay383.txt;Human have made a great technological process in the last hundred years. However, this progress has negative effects on people's lives. To what extent do you agree or disagree?
essay384.txt;There is a large amount of violence in television programs we should reduce. Do you agree or disagree?
essay385.txt;Some people believe that if a police force carries guns, this encourages higher level of violence in that society. To what extent do you agree or disagree with this opinion?
essay386.txt;Do you agree or disagree with the following statement? Classmates are a more important influence than parents on a child's success in school. Use specific reasons and examples to support your answer.
essay387.txt;Living in big cities is bad for people's health. To what extent do you agree or disagree with this opinion?
essay388.txt;Some people believe that if a police force carries guns, this encourages higher level of violence in that society. To what extent do you agree or disagree?
essay389.txt;Education is the single most important factor in the development of a country. Do you agree?
essay390.txt;Nowadays celebrities are more famous for their glamour and wealth than for their achievements and this sets a bad example for young people. To what extent to you agree or disagree with this statement?
essay391.txt;Some people argue that the technology such as mobile phone (cell phone) destroys social interaction. Do you agree or disagree?
essay392.txt;The environment problems facing today's world are so great that there is little ordinary people can do to improve the situation. Government and large companies should be responsible for reducing the amount of damage being done to the environment. To what extent do you agree or disagree? 
essay393.txt;Detailed description of crimes on newspaper and TV can have bad consequences on society, so this kind of information should be restricted on media. To what extent do you agree or disagree with this statement?
essay394.txt;Some people say that in our modern age, it is unnecessary to teach children about the skills of handwriting. To what extent do you agree or disagree
essay395.txt;Families who send their children to private schools should not be required to pay taxes that support the state education system. To what extent do you agree or disagree with this statement?
essay396.txt;Government investment in the arts, such as music and theatre, is a waste of money. Governments must invest this money in public services instead. To what extent do you agree with this statement?
essay397.txt;It is inevitable that as technology advances, traditional cultures will be lost. It seems that we cannot have these two things together. To what extent do you agree or disagree?
essay398.txt;Universities should accept equal numbers of male and female students to study in every subject. To what extent do you agree or disagree? 
essay399.txt;Many people believe that media coverage of celebrities is having a negative effect on children. To what extent do you agree or disagree with this opinion?
essay400.txt;"""Prevention is better than cure"". Out of a country's health budget, a large proportion should be diverted from treatment to spending on health education and preventative measures. To what extent do you agree or disagree with this statement?"
essay401.txt;Fatherhood ought to be emphasized as much as motherhood. The idea that women are solely responsible for deciding whether or not to have babies leads on to the idea that they are also responsible for bringing the children up. To what extent do you agree or disagree?
essay402.txt;It is important that children should study hard at school. time spent playing sport is time wasted. to what extent do you agree or disagree with this statement?
